age,job,education,balance,housing,loan,pdays,previous,poutcome,duration,y
50,admin.,secondary,0,no,no,-1,0,unknown,86,no
41,management,tertiary,369,yes,no,-1,0,unknown,9,no
47,admin.,secondary,1934,no,yes,364,1,failure,225,no
32,technician,tertiary,259,no,no,-1,0,unknown,407,no
38,blue-collar,secondary,284,yes,yes,-1,0,unknown,1030,no
55,blue-collar,unknown,23,no,no,-1,0,unknown,123,no
38,management,tertiary,1373,no,no,-1,0,unknown,119,no
31,management,tertiary,62,yes,no,293,5,failure,175,no
38,blue-collar,secondary,157,no,no,-1,0,unknown,299,no
29,unemployed,tertiary,991,no,no,-1,0,unknown,563,no
55,services,secondary,186,yes,yes,-1,0,unknown,241,no
35,unemployed,secondary,977,yes,no,91,1,other,52,no
40,self-employed,tertiary,2893,no,no,-1,0,unknown,76,no
34,blue-collar,secondary,1897,yes,yes,-1,0,unknown,441,no
32,technician,tertiary,5514,no,no,182,1,success,319,yes
33,blue-collar,secondary,889,yes,no,373,6,success,13,no
33,management,tertiary,273,yes,no,-1,0,unknown,803,yes
37,admin.,secondary,1193,no,no,-1,0,unknown,396,no
58,management,tertiary,2729,no,no,-1,0,unknown,188,no
36,admin.,secondary,0,no,no,-1,0,unknown,637,no
42,blue-collar,secondary,230,yes,no,-1,0,unknown,175,no
34,technician,secondary,2729,yes,no,139,1,success,945,no
35,management,tertiary,317,yes,no,-1,0,unknown,162,no
60,housemaid,primary,517,no,no,-1,0,unknown,1178,no
50,management,tertiary,-470,yes,no,170,3,failure,506,no
28,self-employed,tertiary,4579,no,no,-1,0,unknown,409,yes
27,blue-collar,secondary,1,yes,no,-1,0,unknown,116,no
37,management,tertiary,5106,no,no,-1,0,unknown,244,yes
31,technician,tertiary,636,yes,no,-1,0,unknown,352,yes
34,services,secondary,1076,no,no,182,6,success,152,yes
38,management,tertiary,126,yes,no,-1,0,unknown,164,no
32,self-employed,secondary,-33,yes,no,-1,0,unknown,234,no
37,technician,secondary,430,no,no,-1,0,unknown,154,no
33,admin.,secondary,-6,yes,no,-1,0,unknown,566,no
71,technician,tertiary,383,no,no,183,3,success,327,no
27,technician,secondary,130,yes,no,-1,0,unknown,265,no
38,blue-collar,primary,2569,no,no,-1,0,unknown,172,no
34,technician,secondary,201,no,no,-1,0,unknown,257,no
54,retired,tertiary,0,no,no,-1,0,unknown,618,yes
30,blue-collar,secondary,6,yes,no,-1,0,unknown,241,no
35,entrepreneur,secondary,475,no,yes,-1,0,unknown,936,no
33,blue-collar,secondary,706,yes,no,322,1,failure,329,no
36,management,secondary,1825,yes,no,346,1,failure,24,no
59,self-employed,tertiary,185,no,no,138,1,failure,177,no
72,blue-collar,primary,4415,no,no,-1,0,unknown,120,no
64,management,tertiary,679,no,no,-1,0,unknown,135,no
53,technician,secondary,320,no,no,-1,0,unknown,175,no
35,management,tertiary,2988,yes,no,-1,0,unknown,179,no
58,self-employed,secondary,1407,yes,no,-1,0,unknown,58,no
40,technician,secondary,1270,no,no,-1,0,unknown,342,no
41,services,secondary,654,yes,no,-1,0,unknown,139,no
48,retired,primary,5173,yes,no,-1,0,unknown,88,no
44,entrepreneur,tertiary,3463,yes,yes,-1,0,unknown,210,no
39,blue-collar,unknown,0,no,no,193,3,failure,731,no
61,management,tertiary,6016,no,no,-1,0,unknown,670,yes
36,entrepreneur,primary,177,yes,no,-1,0,unknown,63,no
28,management,tertiary,3694,no,yes,-1,0,unknown,70,no
58,retired,secondary,1640,no,yes,274,4,failure,72,no
60,admin.,secondary,174,yes,no,364,1,failure,241,no
66,admin.,secondary,10177,no,no,-1,0,unknown,272,no
36,management,tertiary,490,no,no,98,1,failure,207,yes
49,self-employed,secondary,2576,yes,no,-1,0,unknown,64,no
40,services,secondary,0,no,no,-1,0,unknown,543,no
23,technician,secondary,598,no,no,-1,0,unknown,166,no
29,management,tertiary,15459,no,no,97,7,success,245,no
44,blue-collar,primary,271,yes,yes,-1,0,unknown,94,no
54,unknown,unknown,2508,no,no,-1,0,unknown,34,no
47,blue-collar,primary,320,no,no,-1,0,unknown,203,no
33,admin.,tertiary,640,no,no,-1,0,unknown,318,no
30,self-employed,secondary,1772,yes,no,-1,0,unknown,158,no
27,admin.,secondary,15,no,yes,-1,0,unknown,177,no
49,management,tertiary,2370,yes,yes,103,2,other,56,no
27,services,secondary,201,yes,no,-1,0,unknown,172,no
51,blue-collar,secondary,160,yes,no,359,1,failure,136,no
32,admin.,secondary,5,yes,yes,363,2,other,82,no
30,blue-collar,secondary,75,yes,no,-1,0,unknown,123,no
33,admin.,secondary,4902,yes,no,-1,0,unknown,110,no
27,blue-collar,primary,-79,yes,no,-1,0,unknown,385,no
75,retired,secondary,1341,no,no,-1,0,unknown,415,yes
37,services,secondary,490,yes,no,-1,0,unknown,73,no
36,technician,secondary,1521,yes,no,-1,0,unknown,243,no
37,blue-collar,secondary,131,yes,no,-1,0,unknown,137,no
35,management,tertiary,8,yes,no,-1,0,unknown,55,no
32,services,secondary,-632,yes,yes,-1,0,unknown,18,no
32,admin.,secondary,116,no,yes,-1,0,unknown,255,no
35,admin.,primary,189,yes,no,-1,0,unknown,95,no
31,blue-collar,primary,2,yes,yes,-1,0,unknown,112,no
28,blue-collar,secondary,4229,yes,yes,-1,0,unknown,205,no
27,services,secondary,54,yes,no,370,1,failure,97,no
22,student,unknown,549,no,no,-1,0,unknown,154,no
35,blue-collar,primary,298,yes,no,370,2,failure,135,no
69,retired,primary,579,no,no,-1,0,unknown,230,no
37,entrepreneur,tertiary,1467,yes,yes,-1,0,unknown,349,no
45,admin.,secondary,0,yes,no,-1,0,unknown,38,no
47,management,tertiary,109,yes,no,-1,0,unknown,268,no
52,management,tertiary,-11,yes,no,-1,0,unknown,94,no
33,services,secondary,90,yes,no,-1,0,unknown,263,no
60,blue-collar,primary,493,no,no,-1,0,unknown,671,yes
33,management,secondary,1897,yes,yes,-1,0,unknown,197,no
44,admin.,secondary,2403,yes,no,-1,0,unknown,180,no
38,entrepreneur,secondary,868,no,no,-1,0,unknown,452,no
54,entrepreneur,secondary,653,yes,no,-1,0,unknown,352,no
32,unemployed,primary,0,no,no,-1,0,unknown,175,no
33,technician,secondary,0,yes,yes,-1,0,unknown,163,no
55,services,secondary,218,yes,no,-1,0,unknown,200,no
51,blue-collar,primary,5050,no,yes,-1,0,unknown,75,no
48,blue-collar,secondary,741,yes,no,-1,0,unknown,227,no
37,services,secondary,1050,yes,no,-1,0,unknown,586,no
33,services,secondary,-56,no,yes,-1,0,unknown,119,no
30,blue-collar,primary,1,yes,yes,-1,0,unknown,80,no
43,blue-collar,primary,-98,yes,yes,330,3,other,112,no
49,technician,secondary,4667,yes,no,-1,0,unknown,130,no
54,unemployed,primary,541,yes,no,-1,0,unknown,237,no
31,unemployed,tertiary,7744,no,no,-1,0,unknown,377,no
54,unknown,unknown,895,no,no,-1,0,unknown,335,yes
36,unemployed,secondary,-129,yes,no,-1,0,unknown,121,no
30,admin.,secondary,0,no,no,-1,0,unknown,127,no
27,technician,secondary,158,no,no,-1,0,unknown,650,yes
30,admin.,secondary,122,yes,no,-1,0,unknown,107,no
30,blue-collar,secondary,673,yes,no,-1,0,unknown,610,no
35,technician,secondary,0,no,no,-1,0,unknown,124,no
33,services,secondary,411,yes,no,-1,0,unknown,216,no
43,blue-collar,primary,-97,yes,yes,-1,0,unknown,747,no
41,blue-collar,secondary,-217,yes,no,349,3,other,313,no
41,management,tertiary,5037,no,no,185,5,other,252,yes
46,admin.,secondary,2232,no,no,-1,0,unknown,121,yes
54,blue-collar,secondary,-932,yes,no,-1,0,unknown,799,no
32,management,tertiary,913,yes,no,674,4,failure,883,no
30,technician,tertiary,236,yes,no,-1,0,unknown,197,no
40,entrepreneur,primary,0,yes,no,-1,0,unknown,271,no
30,blue-collar,primary,2581,no,no,-1,0,unknown,221,no
27,admin.,secondary,639,no,yes,-1,0,unknown,243,no
41,blue-collar,primary,849,yes,no,-1,0,unknown,72,no
54,services,secondary,386,yes,no,-1,0,unknown,155,no
32,management,tertiary,1218,yes,no,-1,0,unknown,70,no
31,management,tertiary,2603,yes,no,-1,0,unknown,280,yes
42,blue-collar,secondary,-921,yes,no,-1,0,unknown,115,no
48,admin.,primary,607,no,no,-1,0,unknown,29,no
34,blue-collar,primary,79,yes,no,-1,0,unknown,406,no
55,technician,secondary,61,yes,yes,-1,0,unknown,113,no
49,technician,secondary,1091,no,no,-1,0,unknown,47,no
46,management,tertiary,743,no,no,-1,0,unknown,36,no
47,entrepreneur,unknown,209,yes,no,-1,0,unknown,135,no
24,management,tertiary,172,no,no,-1,0,unknown,67,no
58,entrepreneur,secondary,2,no,no,-1,0,unknown,684,no
32,management,tertiary,41,no,no,-1,0,unknown,686,yes
25,student,secondary,1116,yes,no,-1,0,unknown,170,no
49,blue-collar,secondary,-55,no,no,-1,0,unknown,150,no
59,retired,secondary,5845,no,no,-1,0,unknown,1060,yes
30,management,tertiary,329,yes,no,-1,0,unknown,122,no
46,blue-collar,secondary,494,yes,no,-1,0,unknown,724,no
42,management,unknown,1519,no,no,92,1,success,230,yes
37,entrepreneur,tertiary,2685,no,no,-1,0,unknown,187,no
44,blue-collar,primary,-14,yes,yes,-1,0,unknown,179,no
49,services,secondary,5673,no,yes,-1,0,unknown,357,no
41,blue-collar,secondary,1459,no,no,-1,0,unknown,82,no
48,technician,tertiary,0,no,no,-1,0,unknown,176,no
31,management,secondary,625,yes,no,138,1,failure,424,no
37,student,unknown,0,no,no,-1,0,unknown,115,no
51,services,secondary,867,yes,no,211,3,failure,177,no
80,retired,secondary,8304,no,no,64,12,failure,712,yes
32,management,tertiary,151,yes,no,-1,0,unknown,118,no
48,services,primary,-583,yes,no,-1,0,unknown,25,no
49,blue-collar,tertiary,1784,no,no,-1,0,unknown,753,no
30,management,tertiary,3134,yes,no,-1,0,unknown,124,no
27,self-employed,secondary,49,yes,no,-1,0,unknown,208,no
34,technician,secondary,-346,no,no,-1,0,unknown,136,no
49,management,secondary,1623,yes,no,-1,0,unknown,1081,yes
48,management,tertiary,60,no,no,339,7,failure,376,no
40,services,secondary,17,no,no,-1,0,unknown,78,no
38,blue-collar,secondary,2008,yes,no,-1,0,unknown,354,no
46,blue-collar,primary,91,yes,no,356,2,failure,29,no
41,entrepreneur,tertiary,171,yes,no,191,4,failure,209,no
28,management,tertiary,1027,yes,no,-1,0,unknown,433,no
51,services,unknown,5801,yes,no,-1,0,unknown,147,no
33,blue-collar,primary,142,yes,no,300,5,failure,41,no
26,management,tertiary,205,no,no,-1,0,unknown,111,no
34,admin.,secondary,852,no,no,-1,0,unknown,108,no
27,blue-collar,secondary,-584,yes,no,-1,0,unknown,411,no
42,self-employed,secondary,97,no,no,-1,0,unknown,108,no
45,admin.,secondary,204,yes,no,-1,0,unknown,224,yes
31,technician,secondary,628,yes,no,-1,0,unknown,1083,no
32,management,tertiary,311,no,no,-1,0,unknown,757,yes
39,blue-collar,primary,1564,no,no,-1,0,unknown,57,no
26,blue-collar,secondary,856,yes,yes,-1,0,unknown,95,no
40,management,tertiary,1509,no,no,124,1,failure,144,no
52,services,secondary,-888,no,no,-1,0,unknown,135,no
40,technician,tertiary,226,no,no,-1,0,unknown,176,no
48,technician,secondary,127,no,yes,-1,0,unknown,524,no
31,services,secondary,413,yes,no,-1,0,unknown,65,no
27,admin.,secondary,710,yes,yes,334,2,success,653,yes
47,technician,secondary,1233,yes,no,100,2,other,91,yes
28,management,secondary,171,no,no,-1,0,unknown,93,yes
40,management,tertiary,69,yes,no,280,2,failure,503,no
34,admin.,secondary,1499,yes,no,327,2,failure,186,no
29,self-employed,tertiary,751,yes,no,-1,0,unknown,121,no
36,management,tertiary,61,no,yes,-1,0,unknown,452,no
83,retired,primary,425,no,no,140,1,failure,883,yes
55,services,primary,2923,yes,no,-1,0,unknown,104,no
43,management,tertiary,99,no,no,-1,0,unknown,24,no
23,student,secondary,1021,no,no,-1,0,unknown,79,no
44,technician,tertiary,1146,no,no,-1,0,unknown,178,no
58,blue-collar,primary,781,yes,no,-1,0,unknown,74,no
29,admin.,secondary,1448,no,no,184,7,other,217,no
30,management,tertiary,604,no,yes,-1,0,unknown,475,no
29,admin.,secondary,-194,yes,no,-1,0,unknown,127,no
41,technician,secondary,0,no,no,-1,0,unknown,101,no
35,housemaid,primary,0,yes,no,-1,0,unknown,340,no
31,technician,secondary,1014,yes,no,-1,0,unknown,158,no
27,admin.,tertiary,73,no,no,-1,0,unknown,242,no
47,services,secondary,2597,yes,no,-1,0,unknown,323,no
53,self-employed,tertiary,2627,yes,yes,-1,0,unknown,18,no
34,management,tertiary,1906,yes,no,-1,0,unknown,68,no
34,blue-collar,primary,-319,yes,yes,-1,0,unknown,134,no
36,management,tertiary,-296,yes,no,-1,0,unknown,113,no
40,technician,secondary,169,yes,no,-1,0,unknown,43,no
37,self-employed,tertiary,556,no,no,-1,0,unknown,200,no
65,retired,unknown,300,no,no,-1,0,unknown,245,no
53,technician,secondary,751,yes,no,-1,0,unknown,343,no
28,technician,secondary,126,no,no,-1,0,unknown,229,no
33,technician,tertiary,-386,yes,no,-1,0,unknown,530,no
56,blue-collar,primary,379,no,no,-1,0,unknown,58,no
45,self-employed,secondary,706,no,no,176,1,success,78,no
39,technician,secondary,9121,no,no,-1,0,unknown,147,no
28,management,tertiary,1466,yes,no,-1,0,unknown,40,no
36,blue-collar,primary,0,yes,no,-1,0,unknown,618,no
41,blue-collar,primary,951,yes,no,-1,0,unknown,23,no
46,admin.,secondary,368,no,no,90,4,other,293,yes
41,blue-collar,secondary,121,yes,no,176,5,other,16,no
59,services,secondary,204,no,no,-1,0,unknown,286,no
24,admin.,secondary,299,yes,no,321,1,failure,209,no
34,management,tertiary,4170,yes,no,-1,0,unknown,935,no
40,blue-collar,primary,-335,yes,no,-1,0,unknown,260,no
42,admin.,secondary,3165,yes,no,-1,0,unknown,298,no
50,services,secondary,254,yes,no,337,1,failure,397,no
25,management,tertiary,553,yes,no,479,1,failure,113,no
51,services,secondary,518,yes,no,-1,0,unknown,76,no
50,management,tertiary,85,no,yes,-1,0,unknown,141,no
37,blue-collar,unknown,603,yes,no,-1,0,unknown,773,no
21,services,secondary,361,no,no,95,1,other,329,no
52,blue-collar,secondary,-98,yes,no,-1,0,unknown,423,no
55,retired,primary,4424,no,no,-1,0,unknown,67,no
26,technician,secondary,2610,yes,yes,-1,0,unknown,626,no
38,technician,tertiary,3234,no,no,-1,0,unknown,578,yes
32,blue-collar,secondary,687,yes,no,-1,0,unknown,61,no
31,blue-collar,secondary,631,yes,no,-1,0,unknown,248,no
34,technician,secondary,341,no,yes,262,3,failure,136,no
33,technician,tertiary,316,no,no,-1,0,unknown,126,no
35,technician,secondary,2,no,no,-1,0,unknown,653,no
44,management,unknown,415,yes,no,-1,0,unknown,7,no
48,management,tertiary,507,yes,no,-1,0,unknown,528,no
29,blue-collar,secondary,912,yes,no,-1,0,unknown,785,no
50,management,tertiary,0,no,no,-1,0,unknown,243,no
37,blue-collar,primary,37,yes,no,362,1,other,24,no
44,admin.,secondary,2524,no,no,-1,0,unknown,82,no
36,unemployed,tertiary,9019,yes,no,-1,0,unknown,952,no
49,blue-collar,unknown,39,yes,no,-1,0,unknown,27,no
31,blue-collar,secondary,0,yes,no,-1,0,unknown,143,no
49,technician,secondary,265,yes,no,-1,0,unknown,274,no
35,blue-collar,secondary,0,yes,no,345,4,other,1174,yes
57,admin.,unknown,4012,no,no,-1,0,unknown,915,no
42,blue-collar,primary,1520,yes,no,-1,0,unknown,115,no
36,blue-collar,secondary,-140,yes,no,-1,0,unknown,222,no
75,retired,primary,852,no,no,-1,0,unknown,341,no
38,blue-collar,secondary,578,yes,no,-1,0,unknown,112,no
40,blue-collar,primary,0,yes,no,-1,0,unknown,64,no
38,services,secondary,2253,yes,no,-1,0,unknown,937,yes
34,management,tertiary,1171,yes,no,-1,0,unknown,129,no
29,technician,tertiary,452,yes,no,-1,0,unknown,59,no
28,admin.,secondary,-97,yes,no,225,2,success,79,no
79,retired,secondary,4738,no,no,-1,0,unknown,151,no
51,admin.,secondary,467,yes,no,-1,0,unknown,83,no
32,student,tertiary,0,no,no,3,6,other,101,no
36,management,tertiary,495,no,no,97,2,success,157,yes
38,entrepreneur,secondary,157,no,yes,366,1,other,57,no
49,self-employed,secondary,358,yes,yes,-1,0,unknown,176,no
42,services,secondary,292,yes,no,-1,0,unknown,222,no
43,blue-collar,primary,7343,yes,no,-1,0,unknown,217,no
34,blue-collar,secondary,-563,yes,no,-1,0,unknown,252,no
59,retired,secondary,351,yes,no,-1,0,unknown,1063,yes
35,unknown,primary,365,no,no,-1,0,unknown,41,no
33,blue-collar,secondary,13494,yes,no,-1,0,unknown,27,no
34,admin.,secondary,846,yes,no,-1,0,unknown,758,no
64,retired,secondary,1574,no,no,-1,0,unknown,301,yes
34,entrepreneur,tertiary,-28,yes,no,-1,0,unknown,574,no
77,retired,tertiary,0,no,no,60,1,success,847,yes
57,retired,primary,2927,no,yes,-1,0,unknown,78,no
30,blue-collar,secondary,501,yes,yes,-1,0,unknown,514,no
56,housemaid,primary,1238,no,no,-1,0,unknown,1558,yes
49,unknown,unknown,301,no,no,-1,0,unknown,789,no
73,retired,primary,1388,no,no,190,3,success,146,no
39,technician,secondary,102,yes,no,-1,0,unknown,272,no
57,technician,primary,13,yes,no,368,2,failure,323,no
32,self-employed,secondary,413,yes,no,-1,0,unknown,712,no
32,technician,tertiary,4665,yes,no,-1,0,unknown,860,yes
45,admin.,secondary,638,yes,no,-1,0,unknown,75,no
32,blue-collar,secondary,101,yes,no,-1,0,unknown,191,no
31,management,tertiary,1224,yes,yes,-1,0,unknown,1441,yes
49,self-employed,secondary,1103,no,no,-1,0,unknown,428,no
29,services,secondary,3748,no,no,-1,0,unknown,322,no
55,technician,secondary,955,yes,no,-1,0,unknown,104,no
30,admin.,secondary,518,yes,no,-1,0,unknown,127,no
45,services,primary,1893,yes,no,-1,0,unknown,1259,yes
39,technician,tertiary,14,no,no,-1,0,unknown,114,no
36,admin.,secondary,-423,yes,yes,-1,0,unknown,106,no
33,management,tertiary,3696,no,no,182,3,failure,305,no
36,management,tertiary,2987,yes,no,-1,0,unknown,307,yes
31,technician,secondary,433,no,no,-1,0,unknown,1504,no
36,technician,unknown,756,no,no,-1,0,unknown,396,no
38,technician,tertiary,0,yes,no,-1,0,unknown,71,no
33,unknown,secondary,2727,no,no,-1,0,unknown,205,no
40,technician,secondary,93,yes,no,-1,0,unknown,134,no
31,blue-collar,secondary,1766,no,yes,-1,0,unknown,166,yes
39,services,secondary,124,yes,no,-1,0,unknown,81,no
33,admin.,tertiary,69,no,yes,-1,0,unknown,77,no
53,services,secondary,0,no,no,-1,0,unknown,80,yes
38,management,tertiary,0,yes,no,303,2,failure,537,no
59,technician,secondary,259,no,no,89,1,success,415,yes
55,blue-collar,primary,4103,no,no,-1,0,unknown,291,no
38,technician,tertiary,744,yes,no,288,12,other,283,no
48,services,secondary,116,yes,no,-1,0,unknown,70,no
53,blue-collar,secondary,70,yes,no,-1,0,unknown,611,no
44,admin.,secondary,432,no,no,-1,0,unknown,132,no
57,management,tertiary,1172,no,no,-1,0,unknown,26,no
29,blue-collar,secondary,9,yes,no,-1,0,unknown,262,no
31,services,secondary,428,yes,no,-1,0,unknown,272,no
35,technician,tertiary,7546,yes,no,122,3,failure,137,no
31,blue-collar,primary,620,no,no,-1,0,unknown,95,no
35,self-employed,tertiary,8647,no,no,-1,0,unknown,140,no
40,management,secondary,192,yes,no,-1,0,unknown,71,no
39,blue-collar,secondary,0,yes,no,7,2,failure,502,no
43,technician,tertiary,27733,yes,no,-1,0,unknown,164,no
44,entrepreneur,primary,276,yes,yes,-1,0,unknown,219,no
29,technician,secondary,113,no,no,183,4,success,328,yes
40,technician,secondary,782,yes,no,-1,0,unknown,224,no
33,entrepreneur,primary,82,yes,no,-1,0,unknown,63,no
46,management,tertiary,1008,no,no,-1,0,unknown,24,no
27,unknown,tertiary,6421,no,no,-1,0,unknown,147,no
26,admin.,secondary,443,no,no,-1,0,unknown,84,no
41,technician,secondary,351,yes,no,-1,0,unknown,175,no
34,technician,tertiary,5060,yes,no,-1,0,unknown,12,no
39,technician,tertiary,-41,no,yes,-1,0,unknown,40,no
27,services,secondary,-124,no,no,-1,0,unknown,217,no
31,blue-collar,secondary,79,yes,yes,-1,0,unknown,235,no
44,unemployed,secondary,3945,no,no,-1,0,unknown,255,no
55,retired,tertiary,197,no,yes,-1,0,unknown,256,no
51,blue-collar,primary,837,no,no,-1,0,unknown,41,no
50,management,tertiary,-94,no,yes,-1,0,unknown,75,no
30,services,secondary,1743,yes,no,-1,0,unknown,192,no
46,technician,secondary,57,no,no,-1,0,unknown,796,yes
49,admin.,secondary,635,no,no,-1,0,unknown,220,no
56,retired,secondary,-113,yes,yes,-1,0,unknown,614,no
47,admin.,secondary,225,no,no,-1,0,unknown,1126,yes
30,admin.,secondary,124,no,no,-1,0,unknown,161,no
36,entrepreneur,secondary,475,no,no,-1,0,unknown,141,no
40,management,tertiary,-7,no,yes,-1,0,unknown,697,no
37,technician,secondary,375,no,no,-1,0,unknown,223,no
42,admin.,secondary,936,no,no,-1,0,unknown,931,yes
45,technician,secondary,1415,yes,no,116,1,failure,483,no
34,unemployed,secondary,0,no,no,-1,0,unknown,63,no
27,admin.,secondary,3638,no,no,-1,0,unknown,271,no
30,blue-collar,secondary,-99,yes,no,-1,0,unknown,144,no
32,technician,secondary,167,yes,yes,-1,0,unknown,79,no
46,housemaid,primary,19,yes,no,-1,0,unknown,171,no
29,self-employed,tertiary,242,yes,no,-1,0,unknown,73,no
53,unknown,unknown,13,no,no,-1,0,unknown,69,no
32,technician,secondary,286,no,no,343,4,failure,60,no
49,unemployed,secondary,769,yes,no,-1,0,unknown,257,no
35,management,tertiary,93,no,no,88,1,other,198,no
38,blue-collar,secondary,1663,yes,no,327,1,failure,217,no
39,entrepreneur,primary,238,yes,yes,-1,0,unknown,134,no
34,technician,secondary,2178,yes,no,-1,0,unknown,41,no
42,blue-collar,primary,792,yes,yes,175,12,other,611,no
35,blue-collar,unknown,871,yes,no,-1,0,unknown,216,no
60,admin.,secondary,1025,no,no,-1,0,unknown,388,no
57,technician,secondary,63,yes,no,-1,0,unknown,242,no
31,blue-collar,secondary,16,no,no,-1,0,unknown,387,no
29,management,secondary,417,no,no,-1,0,unknown,90,no
41,services,secondary,3992,yes,no,-1,0,unknown,281,no
46,blue-collar,primary,2749,yes,no,-1,0,unknown,332,no
33,technician,secondary,133,no,no,-1,0,unknown,218,yes
32,blue-collar,secondary,1721,yes,no,-1,0,unknown,650,no
54,management,tertiary,2171,yes,yes,-1,0,unknown,1034,yes
37,services,secondary,4760,yes,no,169,2,failure,182,no
32,technician,secondary,2979,no,no,-1,0,unknown,156,no
43,management,tertiary,690,yes,no,-1,0,unknown,171,no
50,blue-collar,secondary,203,yes,no,127,4,other,265,no
34,blue-collar,secondary,322,yes,no,-1,0,unknown,10,no
31,admin.,secondary,1210,no,no,-1,0,unknown,350,no
43,self-employed,secondary,634,yes,no,131,1,failure,65,no
49,entrepreneur,secondary,273,no,no,-1,0,unknown,58,no
22,student,unknown,47,no,no,-1,0,unknown,69,no
35,management,tertiary,1100,no,yes,-1,0,unknown,127,no
56,admin.,secondary,0,yes,no,-1,0,unknown,154,no
53,blue-collar,secondary,0,no,no,-1,0,unknown,36,no
54,entrepreneur,tertiary,1544,no,yes,196,3,failure,85,no
32,services,unknown,6145,yes,no,287,13,failure,362,no
41,self-employed,secondary,28,yes,no,-1,0,unknown,49,no
40,blue-collar,secondary,1012,yes,no,-1,0,unknown,410,no
33,blue-collar,primary,245,yes,yes,-1,0,unknown,253,no
33,management,tertiary,1998,no,no,-1,0,unknown,570,no
34,blue-collar,secondary,3990,yes,no,-1,0,unknown,633,no
36,services,secondary,1328,yes,no,-1,0,unknown,82,no
34,entrepreneur,tertiary,412,yes,yes,-1,0,unknown,164,no
55,management,primary,229,no,yes,-1,0,unknown,175,no
28,student,tertiary,1562,no,no,-1,0,unknown,659,yes
29,admin.,secondary,3432,yes,no,-1,0,unknown,139,no
31,admin.,secondary,144,yes,no,-1,0,unknown,43,no
52,management,tertiary,1339,yes,no,-1,0,unknown,343,no
54,services,unknown,386,no,yes,152,1,success,74,no
43,blue-collar,primary,7727,yes,no,-1,0,unknown,302,no
55,entrepreneur,secondary,204,no,no,-1,0,unknown,455,no
28,blue-collar,unknown,101,yes,no,-1,0,unknown,126,no
45,unemployed,secondary,728,yes,yes,-1,0,unknown,107,no
45,entrepreneur,primary,2418,yes,no,-1,0,unknown,120,no
51,management,tertiary,2934,yes,no,-1,0,unknown,727,no
42,technician,secondary,0,yes,no,-1,0,unknown,275,no
43,unknown,unknown,181,no,no,-1,0,unknown,41,no
34,management,tertiary,176,no,no,-1,0,unknown,61,no
36,blue-collar,primary,49,yes,no,365,5,other,232,no
37,blue-collar,secondary,2023,yes,no,-1,0,unknown,214,no
50,blue-collar,secondary,372,yes,no,-1,0,unknown,21,no
42,management,unknown,7702,no,no,-1,0,unknown,138,yes
34,blue-collar,primary,464,yes,no,299,2,other,173,no
48,management,secondary,117,yes,no,-1,0,unknown,635,no
47,admin.,secondary,104,yes,yes,-1,0,unknown,77,no
40,management,tertiary,1041,yes,no,-1,0,unknown,73,no
37,management,tertiary,539,no,no,115,3,failure,540,no
38,blue-collar,primary,0,yes,no,-1,0,unknown,179,no
29,technician,tertiary,406,yes,no,-1,0,unknown,119,no
46,blue-collar,primary,2558,yes,no,167,1,other,107,no
26,blue-collar,secondary,484,yes,no,-1,0,unknown,48,no
30,services,tertiary,3516,yes,no,-1,0,unknown,447,no
42,blue-collar,secondary,5639,yes,no,-1,0,unknown,430,no
42,management,tertiary,100,no,no,-1,0,unknown,64,no
31,admin.,secondary,1306,yes,no,-1,0,unknown,217,no
37,management,tertiary,815,yes,no,-1,0,unknown,77,no
26,blue-collar,secondary,245,yes,no,-1,0,unknown,16,no
54,blue-collar,unknown,191,no,no,-1,0,unknown,753,no
70,retired,secondary,2815,no,no,182,1,failure,125,no
29,self-employed,secondary,3672,yes,yes,-1,0,unknown,1210,no
50,services,secondary,1572,yes,no,-1,0,unknown,185,no
60,unemployed,secondary,385,yes,no,-1,0,unknown,80,no
32,technician,secondary,29,no,no,-1,0,unknown,156,no
32,technician,secondary,84,no,yes,-1,0,unknown,403,no
34,self-employed,tertiary,876,yes,no,-1,0,unknown,145,no
48,services,primary,1499,yes,no,-1,0,unknown,17,no
25,student,tertiary,0,yes,no,-1,0,unknown,160,no
32,management,secondary,6217,yes,yes,181,2,failure,486,no
32,blue-collar,primary,329,yes,no,-1,0,unknown,321,no
47,admin.,secondary,162,yes,no,-1,0,unknown,203,no
32,technician,unknown,14533,no,no,198,2,success,646,no
49,management,tertiary,151,yes,no,-1,0,unknown,97,yes
53,services,secondary,-2,yes,yes,-1,0,unknown,144,no
41,blue-collar,unknown,4684,no,no,-1,0,unknown,30,no
47,management,tertiary,1149,no,yes,-1,0,unknown,82,no
35,blue-collar,primary,11,yes,no,-1,0,unknown,326,no
33,management,secondary,8004,no,no,-1,0,unknown,414,no
49,blue-collar,primary,1019,yes,no,-1,0,unknown,285,no
46,management,tertiary,1297,no,no,-1,0,unknown,716,yes
29,management,tertiary,415,yes,yes,-1,0,unknown,449,no
58,self-employed,primary,671,yes,no,-1,0,unknown,16,no
40,admin.,secondary,2378,yes,no,-1,0,unknown,65,no
34,management,tertiary,417,yes,no,-1,0,unknown,138,no
60,retired,primary,71,no,no,-1,0,unknown,121,no
43,management,tertiary,1188,no,no,-1,0,unknown,140,no
50,blue-collar,primary,8139,yes,no,-1,0,unknown,256,no
33,blue-collar,secondary,249,yes,no,-1,0,unknown,61,no
